action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,16591839,[],CHEMBL3807229,Inhibition of MALT1 C domain (329 to 824 residues) (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg-Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence lifetime-based microtitre plate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cnc(-n2nccn2)c(C(F)(F)F)c1)Nc1cnc2cc(Cl)nn2c1C1CCCO1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3804826,ACS Med Chem Lett,2016,,CHEMBL3806235,,CHEMBL3806235,,0,http://www.openphacts.org/units/Nanomolar,2776460,=,1,1,=,,IC50,nM,,0.004,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,nM,UO_0000065,,0.004
,,16591840,[],CHEMBL3807229,Inhibition of MALT1 C domain (329 to 824 residues) (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg-Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence lifetime-based microtitre plate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1c(NC(=O)Nc2cnc(N3CCCS3(=O)=O)c(C(F)(F)F)c2)cnc2cc(Cl)nn12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3804826,ACS Med Chem Lett,2016,,CHEMBL3805576,,CHEMBL3805576,,0,http://www.openphacts.org/units/Nanomolar,2776459,=,1,1,=,,IC50,nM,,0.006,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,nM,UO_0000065,,0.006
,,16591841,[],CHEMBL3807229,Inhibition of MALT1 C domain (329 to 824 residues) (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg-Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence lifetime-based microtitre plate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H](C)c1c(NC(=O)Nc2cncc(C(F)(F)F)c2)cnc2cc(C)nn12,,,CHEMBL3804826,ACS Med Chem Lett,2016,"{'bei': '27.89', 'le': '0.54', 'lle': '7.20', 'sei': '11.77'}",CHEMBL3806279,,CHEMBL3806279,11.00,0,http://www.openphacts.org/units/Nanomolar,2776458,=,1,1,=,,IC50,nM,,0.01,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,nM,UO_0000065,,0.01
,,16591842,[],CHEMBL3807229,Inhibition of MALT1 C domain (329 to 824 residues) (unknown origin) using Ac-Trp-Leu-Arg-Ser-Arg-Cys(PT14)-NH2 as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by fluorescence lifetime-based microtitre plate reader analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(C(F)(F)F)c2)cnc2cc(Cl)nn12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3804826,ACS Med Chem Lett,2016,,CHEMBL3806155,,CHEMBL3806155,,0,http://www.openphacts.org/units/Nanomolar,2776457,=,1,1,=,,IC50,nM,,0.002,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,nM,UO_0000065,,0.002
,,16618030,[],CHEMBL3816059,"Inhibition of recombinant Malt1 (unknown origin) at 1 to 100 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(F)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '12.35', 'le': '0.24', 'lle': '1.72', 'sei': '6.39'}",CHEMBL3814162,,CHEMBL3814162,5.00,0,http://www.openphacts.org/units/Nanomolar,2781488,=,1,1,=,,IC50,nM,,10000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,10.0
,,16618031,[],CHEMBL3816059,"Inhibition of recombinant Malt1 (unknown origin) at 1 to 100 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(Cl)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '13.11', 'le': '0.27', 'lle': '1.73', 'sei': '7.06'}",CHEMBL3814576,,CHEMBL3814576,5.52,0,http://www.openphacts.org/units/Nanomolar,2781486,=,1,1,=,,IC50,nM,,3000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,3.0
,,16618032,[],CHEMBL3816059,"Inhibition of recombinant Malt1 (unknown origin) at 1 to 100 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(Cl)c(Cl)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '11.21', 'le': '0.24', 'lle': '0.67', 'sei': '6.53'}",CHEMBL3183233,,CHEMBL3183233,5.11,0,http://www.openphacts.org/units/Nanomolar,2781481,=,1,1,=,,IC50,nM,,7800.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,7.8
,,16618033,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc(-n2nc(OCCOC)nc2-c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.31', 'le': '0.21', 'lle': '0.08', 'sei': '5.71'}",CHEMBL3814060,,CHEMBL3814060,4.47,0,http://www.openphacts.org/units/Nanomolar,2781535,=,1,1,=,,IC50,nM,,34000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,34.0
,,16618034,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc3c(c2)OCO3)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '9.41', 'le': '0.18', 'lle': '1.19', 'sei': '4.19'}",CHEMBL3815024,,CHEMBL3815024,4.06,0,http://www.openphacts.org/units/Nanomolar,2781534,=,1,1,=,,IC50,nM,,88000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,88.0
,,16618035,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(C)c(C)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '11.63', 'le': '0.23', 'lle': '1.07', 'sei': '6.16'}",CHEMBL3814599,,CHEMBL3814599,4.82,0,http://www.openphacts.org/units/Nanomolar,2781533,=,1,1,=,,IC50,nM,,15000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,15.0
,,16618036,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(OC)c(OC)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '11.01', 'le': '0.22', 'lle': '1.77', 'sei': '5.09'}",CHEMBL3814883,,CHEMBL3814883,4.92,0,http://www.openphacts.org/units/Nanomolar,2781532,=,1,1,=,,IC50,nM,,12000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,12.0
,,16618037,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(F)c(F)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.84', 'le': '0.22', 'lle': '1.17', 'sei': '5.86'}",CHEMBL3813977,,CHEMBL3813977,4.58,0,http://www.openphacts.org/units/Nanomolar,2781531,=,1,1,=,,IC50,nM,,26000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,26.0
,,16618038,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(-c3ccccc3)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.06', 'le': '0.19', 'lle': '-0.14', 'sei': '5.95'}",CHEMBL3814955,,CHEMBL3814955,4.66,0,http://www.openphacts.org/units/Nanomolar,2781530,=,1,1,=,,IC50,nM,,22000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,22.0
,,16618039,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2cccc(C)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3813635,Bioorg Med Chem,2016,,CHEMBL3814081,,CHEMBL3814081,,0,http://www.openphacts.org/units/Nanomolar,2781529,=,1,1,=,,IC50,nM,,278000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,278.0
,,16618040,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(C)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '12.59', 'le': '0.25', 'lle': '1.60', 'sei': '6.45'}",CHEMBL3813798,,CHEMBL3813798,5.05,0,http://www.openphacts.org/units/Nanomolar,2781496,=,1,1,=,,IC50,nM,,9000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,9.0
,,16618041,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2cccc(C(F)(F)F)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '8.86', 'le': '0.18', 'lle': '-0.13', 'sei': '5.15'}",CHEMBL3814547,,CHEMBL3814547,4.03,0,http://www.openphacts.org/units/Nanomolar,2781495,=,1,1,=,,IC50,nM,,93000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,93.0
,,16618042,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(C(F)(F)F)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.24', 'le': '0.21', 'lle': '0.50', 'sei': '5.95'}",CHEMBL3814394,,CHEMBL3814394,4.66,0,http://www.openphacts.org/units/Nanomolar,2781494,=,1,1,=,,IC50,nM,,22000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,22.0
,,16618043,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2cccc(OC)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3813635,Bioorg Med Chem,2016,,CHEMBL3814540,,CHEMBL3814540,,0,http://www.openphacts.org/units/Nanomolar,2781493,=,1,1,=,,IC50,nM,,194000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,194.0
,,16618044,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(OC)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.43', 'le': '0.20', 'lle': '1.20', 'sei': '4.97'}",CHEMBL3814068,,CHEMBL3814068,4.35,0,http://www.openphacts.org/units/Nanomolar,2781492,=,1,1,=,,IC50,nM,,45000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,45.0
,,16618045,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2cccc(Br)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.24', 'le': '0.23', 'lle': '0.87', 'sei': '6.09'}",CHEMBL3813708,,CHEMBL3813708,4.77,0,http://www.openphacts.org/units/Nanomolar,2781491,=,1,1,=,,IC50,nM,,17000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,17.0
,,16618046,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(Br)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '12.50', 'le': '0.28', 'lle': '1.92', 'sei': '7.44'}",CHEMBL3813831,,CHEMBL3813831,5.82,0,http://www.openphacts.org/units/Nanomolar,2781490,=,1,1,=,,IC50,nM,,1500.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,1.5
,,16618047,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2cccc(F)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.02', 'le': '0.20', 'lle': '0.78', 'sei': '5.18'}",CHEMBL3814299,,CHEMBL3814299,4.06,0,http://www.openphacts.org/units/Nanomolar,2781489,=,1,1,=,,IC50,nM,,88000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,88.0
,,16618048,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2ccc(F)cc2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '12.76', 'le': '0.25', 'lle': '1.89', 'sei': '6.60'}",CHEMBL3814162,,CHEMBL3814162,5.17,0,http://www.openphacts.org/units/Nanomolar,2781488,=,1,1,=,,IC50,nM,,6800.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,6.8
,,16618049,[],CHEMBL3816058,"Inhibition of recombinant Malt1 (unknown origin) at 10 to 1000 uM preincubated for 1 hr followed by (S)-1-((6-(4-(4-(5,5-Difluoro-3,7-bis(4-methoxyphenyl)-5H-4l4,5l4-dipyrrolo[1,2-c:20,10-f][1,3,2]diazaborinin-10-yl)butyl)-1H-1,2,3-triazol-1-yl)hexanoyl)-L-valyl-L-arginyl)-N-((S)-1-fluoro-6-guanidino-2-oxohexan-3-yl)pyrrolidine-2-carboxamide addition and incubated for 1 hr by SDS-PAGE based competitive activity-based protein profiling assay",B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1nc(-c2cccc(Cl)c2)n(-c2ccc(NC(=O)CCl)cc2)n1,,,CHEMBL3813635,Bioorg Med Chem,2016,"{'bei': '10.88', 'le': '0.22', 'lle': '0.80', 'sei': '5.86'}",CHEMBL3813764,,CHEMBL3813764,4.58,0,http://www.openphacts.org/units/Nanomolar,2781487,=,1,1,=,,IC50,nM,,26000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50(app),uM,UO_0000065,,26.0
